First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 3, Corrosion current -10mV/microAmpere. 
3.841,2.868,2024-07-30 06:46:45
3.494,2.942,2024-07-30 06:46:45
3.491,2.938,2024-07-30 06:46:46
3.487,2.931,2024-07-30 06:46:46
3.904,2.897,2024-07-30 06:46:47
3.959,2.917,2024-07-30 06:46:47
3.957,2.919,2024-07-30 06:46:48
3.959,2.921,2024-07-30 06:46:48
3.377,2.872,2024-07-30 06:46:49
3.710,2.709,2024-07-30 06:58:09
3.730,2.733,2024-07-30 06:58:10
3.739,2.738,2024-07-30 06:58:10
3.736,2.729,2024-07-30 06:58:11
3.425,2.975,2024-07-30 06:58:11
3.481,3.014,2024-07-30 06:58:12
3.440,2.978,2024-07-30 06:58:12
3.802,2.806,2024-07-30 06:58:13
3.814,2.811,2024-07-30 06:58:13
3.818,2.822,2024-07-30 06:58:14
3.507,3.011,2024-07-30 06:58:14
3.507,3.008,2024-07-30 06:58:15
3.507,3.002,2024-07-30 06:58:15
3.510,2.997,2024-07-30 06:58:16
3.826,2.842,2024-07-30 06:58:16
3.828,2.846,2024-07-30 06:58:17
3.508,2.978,2024-07-30 06:58:17
3.506,2.973,2024-07-30 06:58:18
3.504,2.966,2024-07-30 06:58:18
3.507,2.991,2024-07-30 07:09:39
3.512,2.989,2024-07-30 07:09:39
3.819,2.838,2024-07-30 07:09:40
3.823,2.844,2024-07-30 07:09:40
3.825,2.847,2024-07-30 07:09:41
3.510,2.969,2024-07-30 07:09:41
3.507,2.963,2024-07-30 07:09:42
3.505,2.954,2024-07-30 07:09:42
3.500,2.946,2024-07-30 07:09:43
3.491,2.933,2024-07-30 07:09:43
3.956,2.916,2024-07-30 07:09:44
3.956,2.921,2024-07-30 07:09:44
3.944,2.923,2024-07-30 07:09:45
3.384,2.847,2024-07-30 07:09:45
3.394,2.831,2024-07-30 07:09:46
3.909,2.927,2024-07-30 07:09:46
3.900,2.926,2024-07-30 07:09:47
3.885,2.928,2024-07-30 07:09:47
3.863,2.928,2024-07-30 07:09:48
3.438,2.798,2024-07-30 07:09:48
3.335,2.876,2024-07-30 07:21:09
3.360,2.882,2024-07-30 07:21:09
3.106,2.717,2024-07-30 07:21:10
3.529,2.582,2024-07-30 07:21:10
3.450,2.529,2024-07-30 07:21:11
3.536,2.587,2024-07-30 07:21:11
3.438,2.517,2024-07-30 07:21:12
3.805,2.941,2024-07-30 07:21:12
3.837,2.930,2024-07-30 07:21:13
3.881,2.928,2024-07-30 07:21:13
3.907,2.927,2024-07-30 07:21:14
3.381,2.859,2024-07-30 07:21:14
3.482,2.929,2024-07-30 07:21:15
3.503,2.963,2024-07-30 07:21:15
3.509,2.989,2024-07-30 07:21:16
3.818,2.826,2024-07-30 07:21:16
3.809,2.801,2024-07-30 07:21:17
3.768,2.760,2024-07-30 07:21:17
3.288,2.873,2024-07-30 07:21:18
3.123,2.731,2024-07-30 07:32:39
3.170,2.757,2024-07-30 07:32:39
3.328,2.862,2024-07-30 07:32:40
3.225,2.793,2024-07-30 07:32:40
3.545,2.579,2024-07-30 07:32:41
3.477,2.530,2024-07-30 07:32:41
3.508,2.553,2024-07-30 07:32:42
3.545,2.595,2024-07-30 07:32:42
3.128,2.723,2024-07-30 07:32:43
3.804,2.941,2024-07-30 07:32:44
3.456,2.795,2024-07-30 07:32:44
3.432,2.800,2024-07-30 07:32:45
3.412,2.808,2024-07-30 07:32:45
3.400,2.819,2024-07-30 07:32:46
3.911,2.927,2024-07-30 07:32:46
3.940,2.925,2024-07-30 07:32:47
3.954,2.920,2024-07-30 07:32:47
3.848,2.876,2024-07-30 07:32:48
3.838,2.865,2024-07-30 07:32:48
3.362,2.880,2024-07-30 07:44:08
3.181,2.773,2024-07-30 07:44:09
3.604,2.633,2024-07-30 07:44:09
3.648,2.657,2024-07-30 07:44:10
3.634,2.651,2024-07-30 07:44:10
3.661,2.679,2024-07-30 07:44:11
3.385,2.933,2024-07-30 07:44:11
3.338,2.919,2024-07-30 07:44:12
3.390,2.949,2024-07-30 07:44:12
3.408,2.975,2024-07-30 07:44:13
3.800,2.797,2024-07-30 07:44:13
3.813,2.811,2024-07-30 07:44:14
3.812,2.797,2024-07-30 07:44:14
3.818,2.821,2024-07-30 07:44:15
3.506,3.014,2024-07-30 07:44:15
3.505,3.010,2024-07-30 07:44:16
3.512,3.008,2024-07-30 07:44:16
3.820,2.827,2024-07-30 07:44:17
3.822,2.828,2024-07-30 07:44:17
3.798,2.934,2024-07-30 07:55:38
3.837,2.925,2024-07-30 07:55:38
3.881,2.925,2024-07-30 07:55:39
3.906,2.925,2024-07-30 07:55:39
3.379,2.855,2024-07-30 07:55:40
3.376,2.881,2024-07-30 07:55:40
3.498,2.950,2024-07-30 07:55:41
3.506,2.970,2024-07-30 07:55:41
3.821,2.837,2024-07-30 07:55:42
3.819,2.827,2024-07-30 07:55:42
3.816,2.819,2024-07-30 07:55:43
3.469,2.995,2024-07-30 07:55:43
3.413,2.963,2024-07-30 07:55:44
3.409,2.953,2024-07-30 07:55:44
3.404,2.936,2024-07-30 07:55:45
3.442,2.947,2024-07-30 07:55:45
3.578,2.611,2024-07-30 07:55:46
3.601,2.622,2024-07-30 07:55:46
3.554,2.601,2024-07-30 07:55:47
3.422,2.969,2024-07-30 08:07:08
3.476,3.008,2024-07-30 08:07:08
3.507,3.004,2024-07-30 08:07:09
3.510,2.984,2024-07-30 08:07:09
3.834,2.861,2024-07-30 08:07:10
3.956,2.916,2024-07-30 08:07:10
3.925,2.926,2024-07-30 08:07:11
3.899,2.927,2024-07-30 08:07:11
3.429,2.803,2024-07-30 08:07:12
3.470,2.792,2024-07-30 08:07:12
3.504,2.535,2024-07-30 08:07:13
3.441,2.519,2024-07-30 08:07:13
3.281,2.817,2024-07-30 08:07:14
3.201,2.781,2024-07-30 08:07:14
3.298,2.842,2024-07-30 08:07:15
3.495,2.547,2024-07-30 08:07:15
3.548,2.598,2024-07-30 08:07:16
3.628,2.637,2024-07-30 08:07:16
3.273,2.875,2024-07-30 08:07:17
3.295,2.844,2024-07-30 08:18:37
3.250,2.811,2024-07-30 08:18:38
3.331,2.874,2024-07-30 08:18:38
3.555,2.617,2024-07-30 08:18:39
3.498,2.550,2024-07-30 08:18:39
3.578,2.619,2024-07-30 08:18:40
3.468,2.531,2024-07-30 08:18:40
3.192,2.779,2024-07-30 08:18:41
3.139,2.725,2024-07-30 08:18:41
3.159,2.734,2024-07-30 08:18:42
3.103,2.732,2024-07-30 08:18:42
3.435,2.501,2024-07-30 08:18:43
3.445,2.528,2024-07-30 08:18:43
3.576,2.622,2024-07-30 08:18:44
3.178,2.758,2024-07-30 08:18:44
3.105,2.721,2024-07-30 08:18:45
3.197,2.758,2024-07-30 08:18:45
3.184,2.768,2024-07-30 08:18:46
3.512,2.550,2024-07-30 08:18:46
3.546,2.586,2024-07-30 08:30:07
3.510,2.563,2024-07-30 08:30:08
3.575,2.782,2024-07-30 08:30:08
3.798,2.942,2024-07-30 08:30:09
3.807,2.937,2024-07-30 08:30:09
3.811,2.935,2024-07-30 08:30:10
3.819,2.932,2024-07-30 08:30:10
3.456,2.794,2024-07-30 08:30:11
3.450,2.795,2024-07-30 08:30:11
3.447,2.796,2024-07-30 08:30:12
3.836,2.928,2024-07-30 08:30:12
3.840,2.928,2024-07-30 08:30:13
3.842,2.927,2024-07-30 08:30:13
3.843,2.927,2024-07-30 08:30:14
3.847,2.927,2024-07-30 08:30:14
3.438,2.798,2024-07-30 08:30:15
3.437,2.798,2024-07-30 08:30:15
3.844,2.928,2024-07-30 08:30:16
3.841,2.927,2024-07-30 08:30:16
