First point of data acquisition:
2024-07-29, 17:32:26
Sample n. 2, Potential measurament V. 
9.312,4.452,2024-07-30 06:34:12
9.414,4.452,2024-07-30 06:34:12
9.232,4.452,2024-07-30 06:34:13
-10.000,4.457,2024-07-30 06:34:13
-10.000,4.457,2024-07-30 06:34:14
-10.000,4.457,2024-07-30 06:34:14
-9.973,4.420,2024-07-30 06:34:15
-9.514,4.451,2024-07-30 06:34:15
7.281,4.444,2024-07-30 06:34:16
6.970,4.196,2024-07-30 06:34:16
5.994,4.301,2024-07-30 06:34:17
-0.505,4.218,2024-07-30 06:34:17
1.349,4.340,2024-07-30 06:34:18
2.899,4.377,2024-07-30 06:34:18
3.748,4.238,2024-07-30 06:34:19
-7.053,4.129,2024-07-30 06:34:19
-7.890,4.454,2024-07-30 06:34:20
-9.073,4.454,2024-07-30 06:34:20
8.517,4.453,2024-07-30 06:34:21
-10.000,4.456,2024-07-30 06:34:21
7.355,4.349,2024-07-30 06:45:42
7.570,4.260,2024-07-30 06:45:42
7.580,4.363,2024-07-30 06:45:43
7.690,4.313,2024-07-30 06:45:43
-9.475,4.415,2024-07-30 06:45:44
-9.505,4.411,2024-07-30 06:45:44
7.694,4.423,2024-07-30 06:45:45
7.923,4.433,2024-07-30 06:45:45
7.856,4.404,2024-07-30 06:45:46
8.025,4.414,2024-07-30 06:45:46
-9.816,4.446,2024-07-30 06:45:47
-9.898,4.444,2024-07-30 06:45:47
-9.988,4.440,2024-07-30 06:45:48
-9.999,4.448,2024-07-30 06:45:48
-10.000,4.456,2024-07-30 06:45:49
8.532,4.449,2024-07-30 06:45:49
8.609,4.449,2024-07-30 06:45:50
8.685,4.435,2024-07-30 06:45:50
8.816,4.451,2024-07-30 06:45:51
-9.402,4.357,2024-07-30 06:57:11
-9.637,4.423,2024-07-30 06:57:12
-9.992,4.441,2024-07-30 06:57:12
8.977,4.451,2024-07-30 06:57:13
9.144,4.451,2024-07-30 06:57:13
9.132,4.451,2024-07-30 06:57:14
-10.000,4.457,2024-07-30 06:57:14
-10.000,4.456,2024-07-30 06:57:15
-10.000,4.456,2024-07-30 06:57:15
-10.000,4.456,2024-07-30 06:57:16
9.234,4.452,2024-07-30 06:57:16
8.887,4.452,2024-07-30 06:57:17
8.584,4.452,2024-07-30 06:57:17
8.250,4.453,2024-07-30 06:57:18
-9.363,4.455,2024-07-30 06:57:18
-9.065,4.454,2024-07-30 06:57:19
-8.699,4.454,2024-07-30 06:57:19
6.682,4.454,2024-07-30 06:57:20
6.379,4.454,2024-07-30 06:57:20
-9.270,4.420,2024-07-30 07:08:41
-8.949,4.337,2024-07-30 07:08:41
-8.587,4.458,2024-07-30 07:08:42
-8.200,4.271,2024-07-30 07:08:42
-7.704,4.313,2024-07-30 07:08:43
5.415,4.130,2024-07-30 07:08:43
-1.581,4.142,2024-07-30 07:08:44
-2.563,4.342,2024-07-30 07:08:44
-3.522,4.254,2024-07-30 07:08:45
-4.345,4.165,2024-07-30 07:08:45
3.371,4.375,2024-07-30 07:08:46
3.898,4.268,2024-07-30 07:08:46
4.644,4.373,2024-07-30 07:08:47
-7.221,4.248,2024-07-30 07:08:47
-7.518,4.454,2024-07-30 07:08:48
-8.073,4.454,2024-07-30 07:08:48
-8.493,4.454,2024-07-30 07:08:49
-8.946,4.454,2024-07-30 07:08:49
7.714,4.453,2024-07-30 07:08:50
4.830,4.247,2024-07-30 07:20:11
4.894,4.261,2024-07-30 07:20:11
5.033,4.299,2024-07-30 07:20:12
5.087,4.238,2024-07-30 07:20:12
-7.266,4.201,2024-07-30 07:20:13
-7.192,4.406,2024-07-30 07:20:13
-7.083,4.450,2024-07-30 07:20:14
-7.142,4.449,2024-07-30 07:20:14
5.184,4.277,2024-07-30 07:20:15
5.115,4.384,2024-07-30 07:20:15
5.089,4.345,2024-07-30 07:20:16
5.014,4.290,2024-07-30 07:20:16
-7.164,4.072,2024-07-30 07:20:17
-7.079,4.066,2024-07-30 07:20:17
-7.127,4.045,2024-07-30 07:20:18
4.959,4.374,2024-07-30 07:20:18
5.018,4.390,2024-07-30 07:20:19
4.940,4.202,2024-07-30 07:20:19
4.939,4.380,2024-07-30 07:20:20
6.414,4.455,2024-07-30 07:31:41
7.708,4.454,2024-07-30 07:31:41
8.669,4.453,2024-07-30 07:31:42
9.362,4.452,2024-07-30 07:31:42
-10.000,4.456,2024-07-30 07:31:43
-10.000,4.457,2024-07-30 07:31:43
-10.000,4.453,2024-07-30 07:31:44
7.956,4.397,2024-07-30 07:31:44
7.523,4.185,2024-07-30 07:31:45
6.434,4.363,2024-07-30 07:31:45
-7.034,4.046,2024-07-30 07:31:46
1.192,4.394,2024-07-30 07:31:46
2.887,4.403,2024-07-30 07:31:47
3.928,4.414,2024-07-30 07:31:47
5.419,4.455,2024-07-30 07:31:48
-8.366,4.454,2024-07-30 07:31:48
-9.437,4.454,2024-07-30 07:31:49
-10.000,4.455,2024-07-30 07:31:49
9.296,4.452,2024-07-30 07:31:50
-10.000,4.455,2024-07-30 07:43:10
-10.000,4.455,2024-07-30 07:43:11
8.570,4.453,2024-07-30 07:43:11
8.885,4.452,2024-07-30 07:43:12
8.986,4.452,2024-07-30 07:43:12
9.242,4.453,2024-07-30 07:43:13
8.781,4.452,2024-07-30 07:43:13
-10.000,4.456,2024-07-30 07:43:14
-10.000,4.456,2024-07-30 07:43:14
-10.000,4.456,2024-07-30 07:43:15
9.198,4.452,2024-07-30 07:43:15
9.359,4.452,2024-07-30 07:43:16
9.247,4.451,2024-07-30 07:43:16
9.479,4.451,2024-07-30 07:43:17
9.107,4.451,2024-07-30 07:43:17
-10.000,4.457,2024-07-30 07:43:18
-10.000,4.457,2024-07-30 07:43:18
-9.860,4.436,2024-07-30 07:43:19
-9.474,4.445,2024-07-30 07:43:19
-10.000,4.457,2024-07-30 07:54:40
9.263,4.451,2024-07-30 07:54:40
9.300,4.451,2024-07-30 07:54:41
9.301,4.451,2024-07-30 07:54:41
-10.000,4.458,2024-07-30 07:54:42
-10.000,4.457,2024-07-30 07:54:42
-10.000,4.457,2024-07-30 07:54:43
-10.000,4.457,2024-07-30 07:54:43
-10.000,4.457,2024-07-30 07:54:44
9.277,4.451,2024-07-30 07:54:44
9.068,4.451,2024-07-30 07:54:45
9.023,4.451,2024-07-30 07:54:45
9.061,4.451,2024-07-30 07:54:46
-10.000,4.457,2024-07-30 07:54:46
-10.000,4.457,2024-07-30 07:54:47
-10.000,4.457,2024-07-30 07:54:47
9.185,4.451,2024-07-30 07:54:48
9.015,4.452,2024-07-30 07:54:48
9.016,4.451,2024-07-30 07:54:49
-9.874,4.449,2024-07-30 08:06:09
-10.000,4.456,2024-07-30 08:06:10
-10.000,4.458,2024-07-30 08:06:10
-10.000,4.457,2024-07-30 08:06:11
-10.000,4.457,2024-07-30 08:06:11
-10.000,4.457,2024-07-30 08:06:12
-10.000,4.456,2024-07-30 08:06:12
-10.000,4.456,2024-07-30 08:06:13
-10.000,4.456,2024-07-30 08:06:13
-10.000,4.456,2024-07-30 08:06:14
-10.000,4.456,2024-07-30 08:06:14
-10.000,4.456,2024-07-30 08:06:15
-10.000,4.456,2024-07-30 08:06:15
-10.000,4.455,2024-07-30 08:06:16
-10.000,4.456,2024-07-30 08:06:16
8.953,4.452,2024-07-30 08:06:17
8.806,4.453,2024-07-30 08:06:17
9.164,4.452,2024-07-30 08:06:18
9.197,4.452,2024-07-30 08:06:18
-10.000,4.455,2024-07-30 08:06:19
-8.344,4.286,2024-07-30 08:17:39
-8.231,4.337,2024-07-30 08:17:40
-8.252,4.341,2024-07-30 08:17:40
-8.257,4.346,2024-07-30 08:17:41
6.651,4.151,2024-07-30 08:17:41
6.617,4.232,2024-07-30 08:17:42
6.513,4.361,2024-07-30 08:17:42
-8.221,4.416,2024-07-30 08:17:43
-8.333,4.452,2024-07-30 08:17:43
-8.446,4.299,2024-07-30 08:17:44
-8.583,4.329,2024-07-30 08:17:44
6.919,4.439,2024-07-30 08:17:45
7.039,4.399,2024-07-30 08:17:45
7.400,4.218,2024-07-30 08:17:46
7.541,4.274,2024-07-30 08:17:46
7.512,4.306,2024-07-30 08:17:47
7.744,4.214,2024-07-30 08:17:47
-9.333,4.367,2024-07-30 08:17:48
-9.378,4.374,2024-07-30 08:17:48
9.006,4.453,2024-07-30 08:29:09
9.162,4.453,2024-07-30 08:29:09
9.292,4.452,2024-07-30 08:29:10
-10.000,4.456,2024-07-30 08:29:10
-10.000,4.456,2024-07-30 08:29:11
-10.000,4.456,2024-07-30 08:29:11
9.394,4.452,2024-07-30 08:29:12
9.520,4.451,2024-07-30 08:29:12
9.394,4.451,2024-07-30 08:29:13
-10.000,4.457,2024-07-30 08:29:13
-10.000,4.457,2024-07-30 08:29:14
-10.000,4.457,2024-07-30 08:29:14
8.877,4.451,2024-07-30 08:29:15
8.807,4.446,2024-07-30 08:29:15
8.490,4.428,2024-07-30 08:29:16
7.942,4.398,2024-07-30 08:29:16
7.743,4.430,2024-07-30 08:29:17
-9.150,4.397,2024-07-30 08:29:17
-8.719,4.438,2024-07-30 08:29:18
